age,job,marital,education,default,balance,housing,loan,duration,campaign,pdays,previous,poutcome,y
45,self-employed,married,secondary,0,3098,1,0,159,2,999,0,unknown,0
41,technician,married,tertiary,0,744,1,0,125,1,999,0,unknown,0
39,technician,married,secondary,0,130,0,0,202,2,999,0,unknown,0
44,management,married,secondary,0,438,1,0,37,3,303,1,failure,0
54,admin.,married,secondary,0,0,0,0,161,1,98,2,failure,1
49,management,married,tertiary,0,322,0,0,72,4,999,0,unknown,0
34,blue-collar,single,secondary,0,186,0,0,342,1,999,0,unknown,0
75,retired,divorced,tertiary,0,3810,1,0,262,1,183,1,failure,1
42,management,married,tertiary,0,0,0,0,325,2,999,0,unknown,0
53,blue-collar,married,secondary,0,4380,0,0,223,7,999,0,unknown,0
49,management,divorced,tertiary,0,755,0,0,1212,4,999,0,unknown,1
31,services,single,secondary,0,2070,0,0,319,2,999,0,unknown,0
45,blue-collar,single,primary,0,999,0,0,182,2,999,0,unknown,0
39,self-employed,married,secondary,0,167,1,1,330,1,999,0,unknown,0
46,technician,married,secondary,0,1322,1,1,514,1,999,0,unknown,0
42,admin.,divorced,secondary,0,1076,1,0,213,1,999,0,unknown,0
37,management,married,tertiary,0,502,1,0,551,1,351,1,failure,0
26,technician,single,tertiary,0,1216,1,0,472,2,999,0,unknown,0
37,management,single,tertiary,0,876,1,0,140,4,327,2,failure,0
36,services,single,secondary,0,342,1,0,142,1,999,0,unknown,0
29,blue-collar,single,primary,0,950,1,0,135,3,999,0,unknown,0
36,blue-collar,married,primary,0,973,1,1,293,1,999,0,unknown,0
26,technician,married,tertiary,0,3825,1,0,107,1,999,0,unknown,0
32,blue-collar,married,secondary,0,2366,1,0,127,2,999,0,unknown,0
40,management,married,tertiary,0,542,1,0,1816,1,999,0,unknown,0
53,management,married,primary,0,995,0,0,200,3,999,0,unknown,0
29,management,married,tertiary,0,20,1,0,418,1,999,0,unknown,0
34,technician,single,tertiary,0,228,1,0,387,4,999,0,unknown,0
43,blue-collar,married,secondary,0,130,0,0,156,1,337,3,failure,0
56,management,married,tertiary,0,217,0,1,121,2,999,0,unknown,0
55,entrepreneur,divorced,tertiary,0,0,0,0,108,2,999,0,unknown,0
31,self-employed,married,tertiary,0,259,1,0,47,1,999,0,unknown,0
27,admin.,single,secondary,0,619,1,0,16,5,322,4,other,0
36,management,married,secondary,0,644,1,0,54,2,999,0,unknown,0
44,management,married,tertiary,0,22,1,0,265,2,999,0,unknown,0
37,admin.,divorced,tertiary,0,4303,1,0,168,1,999,0,unknown,0
30,admin.,single,secondary,0,239,1,0,115,3,999,0,unknown,0
42,technician,single,secondary,0,275,0,0,31,8,999,0,unknown,0
30,management,married,tertiary,0,1221,1,0,279,4,999,0,unknown,1
62,retired,married,secondary,0,816,0,0,28,2,999,0,unknown,0
24,blue-collar,married,secondary,0,1222,1,0,369,1,999,0,unknown,0
31,technician,married,secondary,0,2363,1,0,247,1,999,0,unknown,0
66,retired,married,tertiary,0,2262,0,0,155,1,999,0,unknown,0
47,admin.,married,secondary,0,2,0,0,89,1,999,0,unknown,0
39,entrepreneur,married,tertiary,0,2,1,0,180,1,999,0,unknown,0
35,technician,married,secondary,0,4508,1,0,854,1,999,0,unknown,1
35,admin.,divorced,secondary,0,-402,1,0,46,1,999,0,unknown,0
27,technician,married,secondary,0,1577,1,1,266,2,999,0,unknown,0
32,blue-collar,married,secondary,0,34,1,0,321,2,999,0,unknown,0
44,management,married,tertiary,0,795,0,0,99,24,999,0,unknown,0
42,blue-collar,married,secondary,0,117,1,0,147,1,999,0,unknown,0
34,self-employed,single,tertiary,0,5462,0,0,430,1,999,0,unknown,1
25,services,single,secondary,0,402,0,1,264,1,999,0,unknown,0
40,technician,single,secondary,0,641,0,0,156,6,999,0,unknown,0
43,management,divorced,tertiary,0,36,0,0,118,1,102,2,failure,0
55,unemployed,married,tertiary,0,383,0,0,343,3,999,0,unknown,0
50,blue-collar,married,secondary,0,283,1,0,226,3,999,0,unknown,0
45,management,divorced,tertiary,0,0,0,0,5,1,999,0,unknown,0
35,blue-collar,divorced,secondary,0,3102,1,0,138,1,999,0,unknown,0
32,blue-collar,married,secondary,0,889,1,0,185,1,99,5,success,1
59,housemaid,married,secondary,0,0,0,0,722,1,99,4,failure,0
34,self-employed,married,secondary,0,-370,1,0,748,1,999,0,unknown,0
39,management,married,tertiary,0,-606,1,0,142,1,999,0,unknown,0
40,management,single,secondary,0,10378,1,0,523,3,999,0,unknown,0
36,blue-collar,single,primary,0,1313,1,0,8,10,999,0,unknown,0
40,management,married,tertiary,0,8969,1,0,153,1,999,0,unknown,0
55,self-employed,married,secondary,0,-196,1,0,210,2,999,0,unknown,0
38,entrepreneur,married,secondary,1,15,1,0,121,1,999,0,unknown,0
61,admin.,married,secondary,0,4608,0,0,212,1,999,0,unknown,1
41,management,married,tertiary,0,666,1,0,253,3,999,0,unknown,0
57,blue-collar,married,primary,0,452,1,0,139,4,999,0,unknown,0
48,blue-collar,married,secondary,0,149,1,0,71,1,999,0,unknown,0
77,retired,married,tertiary,0,7802,0,0,421,1,92,2,success,1
35,services,married,secondary,0,1453,1,0,199,1,999,0,unknown,0
54,blue-collar,married,secondary,0,1480,1,0,108,1,999,0,unknown,0
37,management,single,unknown,0,715,1,0,247,2,999,0,unknown,0
56,management,single,secondary,0,237,1,0,236,4,999,0,unknown,0
40,technician,married,secondary,0,694,1,0,97,4,196,5,failure,0
40,management,married,tertiary,0,0,0,0,109,8,999,0,unknown,0
54,management,married,tertiary,0,55,1,0,112,2,999,0,unknown,0
55,housemaid,married,primary,0,136,1,0,15,10,999,0,unknown,0
55,services,divorced,secondary,1,-404,1,0,502,3,999,0,unknown,0
52,blue-collar,married,primary,0,779,1,0,30,3,999,0,unknown,0
55,blue-collar,single,primary,0,1187,1,0,193,2,999,0,unknown,0
33,management,married,tertiary,0,641,1,0,347,2,999,0,unknown,0
52,blue-collar,married,unknown,0,826,1,0,468,2,999,0,unknown,0
33,services,divorced,secondary,0,991,1,0,148,1,999,0,unknown,0
53,admin.,married,secondary,0,1796,0,0,295,1,91,2,success,1
46,admin.,married,secondary,0,22,0,0,388,6,999,0,unknown,1
44,technician,single,secondary,0,244,1,0,1735,4,999,0,unknown,1
48,management,divorced,tertiary,0,1328,1,0,339,1,999,0,unknown,0
50,housemaid,married,secondary,0,7317,1,0,172,1,370,1,failure,0
34,technician,single,secondary,0,4943,1,1,117,2,999,0,unknown,0
38,technician,single,secondary,0,258,0,1,587,2,999,0,unknown,0
42,management,single,tertiary,0,515,1,0,501,2,999,0,unknown,0
32,management,single,tertiary,0,12607,0,0,203,5,84,1,failure,0
58,admin.,married,secondary,0,2,1,1,282,9,999,0,unknown,0
31,management,married,tertiary,0,13,0,0,110,5,999,0,unknown,0
19,student,single,primary,0,103,0,0,104,2,999,0,unknown,1
41,management,married,tertiary,0,3872,0,0,231,1,999,0,unknown,0
31,unemployed,married,secondary,0,296,1,0,378,3,999,0,unknown,0
52,self-employed,single,primary,0,217,0,1,193,6,999,0,unknown,0
42,self-employed,divorced,tertiary,0,360,1,0,110,5,999,0,unknown,0
41,blue-collar,single,secondary,0,428,1,0,92,1,999,0,unknown,0
30,blue-collar,single,secondary,0,315,0,0,1407,1,999,0,unknown,1
38,blue-collar,married,secondary,0,121,1,1,168,1,212,2,failure,0
32,management,married,tertiary,0,820,1,0,738,3,999,0,unknown,0
52,technician,married,secondary,0,195,1,0,220,1,63,5,failure,1
48,management,divorced,tertiary,0,108,1,0,89,2,999,0,unknown,0
36,management,married,tertiary,0,-381,1,0,30,29,999,0,unknown,0
45,unemployed,divorced,primary,0,757,0,0,103,1,325,4,failure,0
34,technician,married,tertiary,0,691,1,1,70,1,999,0,unknown,0
36,blue-collar,married,primary,0,1925,1,0,904,2,999,0,unknown,1
34,management,married,tertiary,0,902,1,0,159,1,367,2,other,0
61,retired,married,secondary,0,5207,0,0,336,1,81,2,other,0
54,services,married,secondary,0,0,0,0,220,1,999,0,unknown,0
50,entrepreneur,married,secondary,0,665,0,0,238,1,999,0,unknown,0
43,admin.,divorced,secondary,0,738,1,0,585,4,191,4,failure,0
47,blue-collar,married,primary,0,233,0,0,293,3,999,0,unknown,0
45,services,married,secondary,0,-839,1,0,68,1,999,0,unknown,0
57,retired,married,primary,0,5799,0,0,97,1,999,0,unknown,0
27,admin.,married,secondary,0,1033,1,0,1713,1,999,0,unknown,0
49,unemployed,divorced,secondary,0,66,0,0,218,3,999,0,unknown,0
43,services,married,primary,0,2567,1,0,109,1,360,2,failure,0
40,management,married,tertiary,0,1584,1,0,661,1,999,0,unknown,0
32,services,single,secondary,0,182,1,0,145,1,999,0,unknown,0
58,management,married,primary,0,76,1,0,54,4,999,0,unknown,0
34,admin.,single,secondary,0,663,1,0,111,1,999,0,unknown,0
46,technician,divorced,secondary,0,3455,1,0,566,2,999,0,unknown,0
29,blue-collar,married,secondary,0,15,0,0,136,1,999,0,unknown,0
52,blue-collar,married,primary,0,1054,0,0,273,1,999,0,unknown,0
45,management,married,tertiary,0,1529,0,0,160,1,999,0,unknown,0
26,management,single,secondary,0,63,0,0,76,4,999,0,unknown,0
40,technician,married,tertiary,0,0,0,0,44,1,999,0,unknown,0
41,admin.,married,secondary,0,920,1,1,239,1,999,0,unknown,0
47,admin.,single,secondary,0,3696,0,0,250,2,181,4,success,1
27,technician,single,unknown,0,59,0,0,792,4,999,0,unknown,0
27,services,married,secondary,0,0,1,0,198,13,999,0,unknown,0
48,blue-collar,married,secondary,0,157,1,0,73,1,999,0,unknown,0
49,admin.,married,secondary,0,2465,0,0,157,3,999,0,unknown,0
35,blue-collar,married,primary,0,0,1,0,90,6,999,0,unknown,0
47,self-employed,married,secondary,1,2,0,0,236,2,999,0,unknown,0
54,management,married,tertiary,0,0,0,0,118,5,999,0,unknown,0
39,management,single,tertiary,0,12437,0,0,40,1,999,0,unknown,0
28,student,single,secondary,0,378,1,0,346,1,999,0,unknown,0
54,blue-collar,married,primary,0,211,0,0,200,2,999,0,unknown,0
34,technician,married,secondary,0,-228,1,0,187,3,332,3,other,0
63,retired,married,secondary,0,2747,0,0,113,1,80,1,failure,0
42,self-employed,married,tertiary,0,1932,1,0,192,32,999,0,unknown,0
43,technician,single,secondary,0,11269,0,0,92,1,999,0,unknown,0
37,admin.,married,secondary,0,1314,1,0,682,2,85,7,success,0
55,blue-collar,married,primary,0,2275,0,0,139,9,999,0,unknown,0
43,management,single,tertiary,0,1304,0,0,501,2,999,0,unknown,1
41,blue-collar,married,secondary,1,720,0,1,651,1,999,0,unknown,1
47,technician,divorced,secondary,0,2914,1,0,405,13,999,0,unknown,0
34,technician,married,secondary,0,1464,1,0,350,1,999,0,unknown,0
28,student,single,secondary,0,11555,0,0,125,2,999,0,unknown,0
36,services,married,secondary,0,-302,1,0,36,2,999,0,unknown,0
50,technician,married,secondary,0,2497,1,0,35,1,176,1,failure,0
35,blue-collar,married,secondary,0,-339,1,0,389,2,999,0,unknown,0
40,technician,married,secondary,0,56,1,1,194,1,247,1,failure,0
26,self-employed,single,tertiary,0,211,0,0,168,3,999,0,unknown,0
36,management,divorced,tertiary,0,3611,1,0,347,3,999,0,unknown,0
59,unemployed,married,primary,0,0,0,0,3025,2,999,0,unknown,0
28,student,single,secondary,0,459,0,0,83,13,999,0,unknown,0
46,entrepreneur,married,unknown,0,242,1,0,332,2,999,0,unknown,0
50,self-employed,married,secondary,0,1138,0,0,219,10,999,0,unknown,0
53,management,married,tertiary,0,1319,1,0,427,1,150,1,failure,0
81,retired,married,secondary,0,1,0,0,65,5,999,0,unknown,0
35,services,divorced,secondary,0,67,1,0,192,2,999,0,unknown,0
58,retired,married,unknown,0,937,0,0,155,1,999,0,unknown,0
44,services,married,secondary,0,0,1,1,161,1,999,0,unknown,0
38,management,married,tertiary,0,-558,1,0,533,1,999,0,unknown,0
49,blue-collar,married,secondary,0,171,0,0,19,3,175,2,other,0
33,technician,single,tertiary,0,696,0,1,193,1,176,8,failure,0
29,management,married,tertiary,0,361,1,1,819,3,999,0,unknown,0
28,technician,single,secondary,0,227,0,0,278,1,999,0,unknown,1
31,admin.,married,secondary,0,236,1,1,211,3,999,0,unknown,0
33,management,single,tertiary,0,-53,0,0,617,2,999,0,unknown,0
52,technician,married,secondary,0,192,1,0,61,2,999,0,unknown,0
43,management,divorced,tertiary,0,38,1,0,197,6,999,0,unknown,0
32,self-employed,single,secondary,0,518,1,0,34,7,999,0,unknown,0
36,self-employed,married,tertiary,0,16,1,1,95,4,999,0,unknown,0
41,blue-collar,married,secondary,0,-256,1,0,147,2,999,0,unknown,0
43,blue-collar,married,secondary,0,105,0,1,668,2,999,0,unknown,0
45,self-employed,married,tertiary,0,334,0,0,87,2,999,0,unknown,0
39,technician,married,secondary,0,1048,0,1,405,1,999,0,unknown,0
41,services,married,secondary,0,108,1,1,83,7,999,0,unknown,0
31,technician,married,secondary,0,660,0,0,115,1,999,0,unknown,0
37,unemployed,single,tertiary,1,0,1,0,108,1,999,0,unknown,0
28,entrepreneur,married,unknown,0,1034,0,0,113,1,999,0,unknown,0
47,housemaid,married,primary,0,201,1,0,58,2,382,1,failure,0
37,housemaid,married,primary,0,189,0,0,148,4,999,0,unknown,0
60,retired,divorced,unknown,0,-49,1,0,188,1,261,2,failure,0
43,technician,divorced,secondary,0,1413,1,0,75,3,999,0,unknown,0
58,retired,divorced,tertiary,0,264,1,1,523,3,999,0,unknown,0
52,entrepreneur,married,tertiary,0,54,1,1,103,1,999,0,unknown,0
50,blue-collar,married,primary,0,12519,1,0,146,2,147,4,success,0
32,services,single,secondary,0,2881,0,0,356,1,999,0,unknown,1
42,blue-collar,married,primary,0,0,1,0,71,1,999,0,unknown,0
31,admin.,married,secondary,0,88,1,1,189,2,999,0,unknown,0
28,blue-collar,married,secondary,0,1020,1,0,251,1,999,0,unknown,0
36,technician,divorced,tertiary,0,119,0,0,127,8,999,0,unknown,0
51,unemployed,single,tertiary,0,1594,0,0,197,1,999,0,unknown,0
46,technician,married,tertiary,0,342,1,1,84,1,999,0,unknown,0
50,services,single,secondary,0,72,0,0,141,2,999,0,unknown,0
32,blue-collar,married,secondary,0,14,1,0,171,1,999,0,unknown,0
26,entrepreneur,single,tertiary,0,81,0,0,262,3,999,0,unknown,0
41,self-employed,married,tertiary,0,231,0,0,352,2,999,0,unknown,1
39,technician,married,tertiary,0,1161,1,0,236,1,336,1,failure,0
31,blue-collar,married,secondary,0,-45,1,0,184,1,999,0,unknown,0
28,management,single,tertiary,0,231,1,1,568,2,999,0,unknown,0
31,management,single,secondary,0,36,0,0,105,2,999,0,unknown,0
30,technician,married,tertiary,0,1570,1,0,260,1,999,0,unknown,0
35,technician,married,tertiary,0,7050,0,0,222,3,182,4,success,1
33,blue-collar,married,primary,0,3704,1,0,447,2,999,0,unknown,0
30,technician,single,tertiary,0,6619,1,0,239,8,999,0,unknown,0
32,blue-collar,single,secondary,0,-84,1,0,426,1,999,0,unknown,0
40,management,single,tertiary,0,1509,0,0,333,1,58,3,failure,0
31,self-employed,married,tertiary,0,1134,0,0,174,2,999,0,unknown,0
36,technician,married,secondary,0,146,1,1,284,2,999,0,unknown,0
33,management,single,tertiary,0,9449,1,0,428,1,999,0,unknown,0
57,retired,married,secondary,0,374,1,1,236,1,999,0,unknown,0
45,technician,married,secondary,0,88,0,0,150,2,999,0,unknown,0
59,management,married,tertiary,0,2764,0,0,237,1,206,2,failure,0
30,management,single,tertiary,0,2,1,1,1031,8,999,0,unknown,1
33,technician,married,tertiary,0,8023,0,0,107,1,105,3,failure,0
52,blue-collar,married,secondary,0,289,1,0,45,13,999,0,unknown,0
83,retired,married,secondary,0,0,0,0,140,10,999,0,unknown,0
58,self-employed,divorced,tertiary,0,1382,0,0,700,1,999,0,unknown,1
33,management,divorced,tertiary,1,280,0,1,155,1,999,0,unknown,0
41,blue-collar,divorced,primary,0,2195,1,0,211,5,999,0,unknown,0
31,self-employed,married,secondary,0,33,0,0,165,4,999,0,unknown,0
35,blue-collar,divorced,secondary,0,275,0,1,144,5,999,0,unknown,0
27,management,single,tertiary,0,703,1,0,590,3,999,0,unknown,1
57,admin.,divorced,unknown,0,887,0,0,43,8,999,0,unknown,0
56,unknown,married,unknown,0,0,0,0,471,2,999,0,unknown,0
53,admin.,single,secondary,0,1178,1,0,295,2,999,0,unknown,0
39,management,married,tertiary,0,2763,1,0,526,2,999,0,unknown,1
32,entrepreneur,single,tertiary,0,890,1,1,27,10,999,0,unknown,0
46,self-employed,married,secondary,0,548,0,0,1181,4,999,0,unknown,1
56,technician,married,tertiary,0,272,0,0,103,2,999,0,unknown,0
46,management,divorced,tertiary,0,6269,1,0,249,3,112,2,failure,0
29,entrepreneur,married,secondary,0,178,1,0,231,4,999,0,unknown,0
60,management,married,primary,0,252,1,1,123,2,147,3,failure,0
33,housemaid,single,tertiary,0,23663,1,0,199,2,146,2,failure,0
27,entrepreneur,single,tertiary,0,81,0,0,197,1,199,3,failure,0
50,self-employed,divorced,tertiary,0,59,1,0,67,2,999,0,unknown,0
45,services,married,secondary,0,1343,0,1,220,1,999,0,unknown,0
58,retired,married,secondary,0,225,0,0,122,6,999,0,unknown,0
59,retired,married,primary,0,0,1,0,104,7,999,0,unknown,0
58,retired,divorced,primary,0,2538,1,0,307,6,999,0,unknown,0
64,retired,married,primary,0,43,0,0,117,1,91,1,success,0
47,technician,married,secondary,0,57,0,0,253,1,342,1,success,0
40,management,married,tertiary,0,-117,1,0,770,2,999,0,unknown,0
36,technician,divorced,secondary,0,666,1,1,190,1,133,1,other,0
28,management,single,tertiary,0,0,1,0,767,5,999,0,unknown,1
38,technician,single,tertiary,0,25,1,0,232,2,999,0,unknown,1
53,entrepreneur,married,primary,0,1034,1,0,854,2,170,3,other,0
46,blue-collar,single,secondary,0,324,1,0,293,6,999,0,unknown,0
54,technician,married,secondary,0,0,0,0,986,1,94,8,failure,0
32,management,married,tertiary,0,0,0,0,66,1,999,0,unknown,0
55,management,married,primary,0,621,0,1,114,1,208,1,failure,0
55,retired,divorced,secondary,0,138,0,0,205,1,999,0,unknown,0
56,technician,married,secondary,0,4063,0,1,31,4,999,0,unknown,0
40,blue-collar,married,secondary,0,11084,0,0,113,1,999,0,unknown,0
44,technician,married,secondary,0,310,1,0,200,1,253,1,failure,0
32,entrepreneur,married,unknown,0,73,1,0,158,1,135,1,failure,0
33,management,married,tertiary,0,1808,1,0,99,4,999,0,unknown,0
41,unemployed,divorced,secondary,0,1281,0,0,45,3,999,0,unknown,0
37,technician,married,secondary,0,64,1,0,239,4,278,2,other,0
58,management,single,tertiary,0,2,1,0,168,3,999,0,unknown,0
52,blue-collar,married,secondary,0,60,0,1,196,2,999,0,unknown,0
49,services,single,secondary,0,133,0,0,319,6,999,0,unknown,0
44,housemaid,married,primary,0,3706,0,0,209,3,999,0,unknown,0
28,admin.,single,unknown,0,174,0,0,184,1,999,0,unknown,0
31,technician,married,secondary,0,251,0,1,156,2,999,0,unknown,0
37,self-employed,married,secondary,0,4153,1,0,35,16,999,0,unknown,0
30,technician,single,tertiary,0,985,1,0,88,2,999,0,unknown,0
28,services,single,secondary,0,168,0,0,347,3,140,2,success,1
46,services,married,secondary,0,1550,1,0,126,2,149,8,failure,0
47,management,married,tertiary,0,7708,1,0,157,5,999,0,unknown,0
35,blue-collar,married,primary,0,-12,1,0,212,5,999,0,unknown,0
80,management,married,primary,0,6483,0,0,123,1,999,0,unknown,0
30,technician,single,tertiary,0,60,1,1,306,5,999,0,unknown,0
55,technician,single,secondary,0,3339,1,0,63,1,999,0,unknown,0
22,student,single,tertiary,0,1161,0,1,119,1,999,0,unknown,0
33,blue-collar,single,primary,0,599,1,0,29,1,999,0,unknown,0
53,entrepreneur,married,unknown,0,28,0,0,117,2,999,0,unknown,0
49,management,married,tertiary,0,1430,0,0,231,2,999,0,unknown,0
51,retired,married,secondary,0,35,0,1,123,4,999,0,unknown,0
41,self-employed,married,tertiary,0,6000,1,0,265,1,999,0,unknown,0
34,technician,married,secondary,0,0,1,0,144,1,999,0,unknown,0
36,blue-collar,single,secondary,0,340,0,1,559,3,999,0,unknown,0
35,entrepreneur,married,tertiary,0,0,0,0,74,1,168,4,failure,0
29,services,married,secondary,0,3,1,0,183,1,999,0,unknown,0
40,technician,single,tertiary,0,445,1,0,631,1,999,0,unknown,0
32,management,divorced,tertiary,0,874,0,0,1282,6,999,0,unknown,1
48,blue-collar,married,secondary,0,705,0,0,108,2,999,0,unknown,0
59,retired,married,unknown,0,1033,0,0,1199,1,999,0,unknown,1
35,self-employed,divorced,tertiary,0,1354,1,0,736,2,999,0,unknown,1
33,technician,single,tertiary,0,123,0,0,264,1,999,0,unknown,0
